age,workclass,fnlwgt,education,education_num,name,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
32,Private,83253,Some-college,10,x483705106,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
38,Self-emp-not-inc,112158,HS-grad,9,x291259241,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States,0
58,State-gov,159021,9th,5,x588934152,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
54,Private,175912,10th,6,x975789934,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
27,Private,289147,HS-grad,9,x629360454,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
43,Federal-gov,347720,Bachelors,13,x228512859,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,0
21,NA,270043,10th,6,x996251637,Never-married,NA,Unmarried,White,Female,0,0,30,United-States,0
30,Private,154120,Bachelors,13,x967261713,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,0
44,Private,84535,Some-college,10,x270372776,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,0
21,Private,240517,Some-college,10,x579900704,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,70,United-States,0
25,Private,209230,HS-grad,9,x031827769,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,0
21,Private,162228,Some-college,10,x484027618,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
34,Private,532379,Some-college,10,x654185376,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
57,Private,31532,Bachelors,13,x543586477,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
42,Private,190786,Assoc-voc,11,x498797472,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
24,Private,246207,Bachelors,13,x742484352,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,0
39,Federal-gov,82622,Bachelors,13,x836603243,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,0
31,Private,168521,Bachelors,13,x770460223,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,0
26,Private,142914,Assoc-acdm,12,x031064034,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,75,United-States,0
31,Private,122609,HS-grad,9,x113978542,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
36,Local-gov,116892,Some-college,10,x914091647,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
25,Private,236242,Prof-school,15,x747655644,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
63,Self-emp-not-inc,111306,7th-8th,4,x375839378,Widowed,Farming-fishing,Unmarried,White,Female,0,0,10,United-States,0
31,Private,70568,1st-4th,2,x530182030,Never-married,Other-service,Other-relative,White,Female,0,0,25,El-Salvador,0
20,Private,198148,HS-grad,9,x539115213,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
24,Private,197757,Bachelors,13,x716400640,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0
41,Self-emp-not-inc,155767,Some-college,10,x169181649,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
34,Self-emp-inc,242984,Bachelors,13,x843655333,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
45,NA,112453,HS-grad,9,x370133618,Separated,NA,Not-in-family,Asian-Pac-Islander,Male,0,0,4,United-States,0
40,Private,184655,Assoc-acdm,12,x171912298,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,0
24,Private,200295,Some-college,10,x280688556,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
22,Private,105592,Assoc-acdm,12,x545872403,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
63,Self-emp-not-inc,106648,HS-grad,9,x550319246,Married-civ-spouse,Other-service,Husband,White,Male,0,0,12,United-States,0
72,Federal-gov,39110,11th,7,x730788544,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,8,Canada,0
52,Private,253784,11th,7,x092852099,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States,0
37,Self-emp-not-inc,181553,HS-grad,9,x459656606,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
34,Private,42596,Some-college,10,x140680855,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
55,Private,308118,Bachelors,13,x888270797,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,NA,0
60,Self-emp-inc,123218,Some-college,10,x989567034,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
35,Private,42044,HS-grad,9,x506192572,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,0
22,Private,72310,11th,7,x230604436,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,0
29,Private,37933,Bachelors,13,x975625354,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0
23,Private,376416,Bachelors,13,x697317592,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
20,Private,263612,Some-college,10,x741479254,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Haiti,0
57,Self-emp-inc,195835,HS-grad,9,x856926035,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
38,Private,117528,Bachelors,13,x282160293,Never-married,Other-service,Other-relative,White,Female,0,0,45,United-States,0
28,Private,224629,Masters,14,x962084062,Never-married,Exec-managerial,Not-in-family,Other,Male,0,0,30,Cuba,0
31,Private,227325,Some-college,10,x127776774,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23,Federal-gov,39603,Some-college,10,x679376351,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
35,Private,339772,HS-grad,9,x443156140,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
63,Private,237379,10th,6,x673287977,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
20,Private,170091,Some-college,10,x519090867,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
49,Private,28791,Some-college,10,x439070625,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
40,Self-emp-inc,102226,HS-grad,9,x238376185,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
27,Private,189462,Masters,14,x802248600,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,0
28,NA,268222,11th,7,x474398704,Never-married,NA,Not-in-family,Black,Female,0,0,40,United-States,0
32,Private,167106,HS-grad,9,x146428542,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,0
59,Private,95165,Doctorate,16,x300050104,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
24,Private,267843,Bachelors,13,x729515350,Never-married,Prof-specialty,Own-child,Black,Female,0,0,35,United-States,0
20,Private,132320,Some-college,10,x691116946,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
48,Private,239058,12th,8,x550212015,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,50,United-States,0
21,Private,176262,Assoc-acdm,12,x356408579,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,0
46,Private,216666,9th,5,x326597757,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Guatemala,0
58,Private,105060,Some-college,10,x619363877,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,0
27,Private,74883,Bachelors,13,x687516285,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,0
36,Private,43701,Some-college,10,x727883173,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,0
36,Private,356824,HS-grad,9,x641031327,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,62278,Some-college,10,x515666791,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
23,Private,175266,Some-college,10,x952015774,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,76487,HS-grad,9,x121942980,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
74,NA,256674,HS-grad,9,x940514867,Widowed,NA,Not-in-family,White,Female,0,0,25,United-States,0
18,NA,216508,HS-grad,9,x863613607,Never-married,NA,Own-child,White,Male,0,0,30,United-States,0
18,Private,404085,HS-grad,9,x030158787,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
27,Private,166350,HS-grad,9,x193031108,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
61,Federal-gov,60641,Some-college,10,x697849714,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,0
24,Private,281221,Bachelors,13,x361389655,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Taiwan,0
22,Private,107882,HS-grad,9,x901696293,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
22,Private,374116,HS-grad,9,x586731319,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States,0
50,Private,192203,11th,7,x154404382,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
43,Self-emp-not-inc,32451,HS-grad,9,x387881681,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
32,Local-gov,206609,HS-grad,9,x319687812,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
46,Private,29437,Assoc-acdm,12,x981408807,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
51,NA,175985,HS-grad,9,x213607718,Married-civ-spouse,NA,Husband,White,Male,0,0,40,United-States,0
39,Self-emp-not-inc,93319,HS-grad,9,x743130283,Never-married,Sales,Other-relative,White,Female,0,0,4,United-States,0
66,Private,86010,10th,6,x112989365,Widowed,Transport-moving,Not-in-family,White,Female,0,0,11,United-States,0
31,Private,228873,HS-grad,9,x924617562,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19,Private,223648,11th,7,x517680015,Never-married,Sales,Own-child,White,Male,0,0,20,NA,0
23,Private,157127,Some-college,10,x581529700,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
31,Local-gov,226494,Bachelors,13,x835114043,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
29,Federal-gov,31161,HS-grad,9,x748138368,Divorced,Exec-managerial,Not-in-family,Other,Female,0,0,40,United-States,0
31,Private,182539,Some-college,10,x236707397,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
41,NA,217921,9th,5,x571481025,Married-civ-spouse,NA,Wife,Asian-Pac-Islander,Female,0,0,40,Hong,0
46,Self-emp-not-inc,456956,HS-grad,9,x548701437,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
35,Private,117166,Bachelors,13,x748747611,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
54,Private,284952,10th,6,x806564596,Separated,Sales,Unmarried,White,Female,0,0,43,Italy,0
23,Private,434467,Some-college,10,x313770111,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,0
28,Private,70034,7th-8th,4,x814092581,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Portugal,0
37,Private,188377,HS-grad,9,x628354196,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0
36,Self-emp-not-inc,151094,Assoc-voc,11,x168810103,Separated,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,0
32,Private,348460,Assoc-voc,11,x304877291,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
23,Private,112683,Some-college,10,x197554698,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,0
48,Private,345006,Bachelors,13,x982060424,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,0
52,Self-emp-not-inc,175029,10th,6,x107210507,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
46,Private,136162,Assoc-voc,11,x467770793,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
48,Self-emp-inc,302612,Masters,14,x923880746,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
55,State-gov,153788,Some-college,10,x608477857,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,0
20,Private,60639,Some-college,10,x478175607,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,0
25,Federal-gov,339956,Some-college,10,x549142571,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,0
59,State-gov,186308,Masters,14,x014410624,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
45,Private,183786,HS-grad,9,x009003091,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,0
19,Private,224241,Some-college,10,x680764420,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
36,Private,93225,Bachelors,13,x861728673,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
21,Private,186648,10th,6,x883872751,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
40,Private,173321,HS-grad,9,x987426313,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,United-States,0
21,Private,277408,Some-college,10,x671905212,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,0
32,Private,171215,Some-college,10,x469326887,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,0
35,Private,409200,Assoc-acdm,12,x961966295,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
23,Private,413345,Bachelors,13,x173773533,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
48,Private,175221,HS-grad,9,x524919591,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
29,NA,112963,Some-college,10,x516235240,Married-civ-spouse,NA,Wife,White,Female,0,0,40,United-States,0
35,Private,280966,Some-college,10,x012962955,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
20,NA,210781,Some-college,10,x109750534,Never-married,NA,Own-child,White,Female,0,0,10,United-States,0
20,Private,142673,Some-college,10,x648883181,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
31,Private,98639,Bachelors,13,x315195593,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
49,Private,314773,Assoc-voc,11,x468261607,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
19,Private,162621,Some-college,10,x444959046,Never-married,Tech-support,Own-child,White,Male,0,0,14,United-States,0
45,Private,101656,10th,6,x764829155,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,0
47,NA,178013,10th,6,x317450006,Married-civ-spouse,NA,Wife,White,Female,0,0,20,Cuba,0
29,Private,213842,Some-college,10,x331407039,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
47,Federal-gov,119199,Some-college,10,x571592603,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
25,Private,207875,Some-college,10,x710134822,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,0
45,Private,166636,HS-grad,9,x262015979,Divorced,Other-service,Other-relative,Black,Female,0,0,35,United-States,0
35,Private,172571,Assoc-voc,11,x948317636,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
30,Private,154297,10th,6,x801068309,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
20,Private,153516,Some-college,10,x174055504,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,0
28,Self-emp-not-inc,155621,Some-college,10,x491567800,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Columbia,0
23,Private,120773,HS-grad,9,x535715481,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,96219,Bachelors,13,x081202533,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,0
53,Local-gov,176059,Masters,14,x440308045,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,0
21,Private,347292,HS-grad,9,x582164810,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
59,Private,230899,9th,5,x075591171,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,0
73,Local-gov,45784,Some-college,10,x305539319,Never-married,Prof-specialty,Other-relative,White,Female,0,0,11,United-States,0
58,Private,126991,HS-grad,9,x119121951,Divorced,Other-service,Unmarried,Black,Female,0,0,20,United-States,0
31,Private,202729,HS-grad,9,x087789044,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
32,Private,174704,11th,7,x494716281,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
42,Private,224203,Some-college,10,x372768287,Widowed,Sales,Unmarried,Black,Female,0,0,40,United-States,0
41,Private,225978,Bachelors,13,x685038846,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0
48,Federal-gov,483261,Some-college,10,x007588805,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
32,Private,106541,5th-6th,3,x191891724,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States,0
39,Private,147548,HS-grad,9,x186108636,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
67,Private,105216,Some-college,10,x124566903,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States,0
49,Local-gov,199378,HS-grad,9,x174780631,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
23,Private,122048,HS-grad,9,x222865094,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,0
26,Private,365289,HS-grad,9,x093539221,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
34,Private,362787,HS-grad,9,x497709343,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
